2019-07-28 04:38:48,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:37:53,b'Such a beautiful photo of my favourite wrestler \n@shirai_io at #NXTFtPierce\xf0\x9f\x96\xa4\n\n#IoShirai #GeniusOfTheSky #WWE #WWENXT https://t.co/aaWMwS70X1'
2019-07-28 04:37:29,b'RT @nodqdotcom: News and notes from the #WWE Smackville Special on the WWE Network https://t.co/jBEbwT1S7h https://t.co/30AG4emNNj'
2019-07-28 04:36:49,b'WE ARE BACK LIVE! Classic Historical Battles! POWER IS FIXED! Join US! #WWE #TeamGritty #CHB https://t.co/5dBFOhwnLu'
2019-07-28 04:36:28,b'Felt like doing some Photoshop &amp; adding something R-TRUTH might say \xf0\x9f\x98\x85 #aew #247championship #258championship\xe2\x80\xa6 https://t.co/8CjCXGzhGC'
2019-07-28 04:34:52,b'RT @GeNeScHaLLeY: The Man @BeckyLynchWWE and the man @WWERollins! Thank you for coming to OKC! #wweoklahomacity #wweokc #WWE https://t.co/h\xe2\x80\xa6'
2019-07-28 04:34:13,"b'does WWE need ""Legends"" to improve ratings on both RAW and Smackdown Live and PPV #SMACKVILLE #WWE'"
2019-07-28 04:34:09,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:33:29,b'Don\xe2\x80\x99t mean to sound bitchy. But is anyone else glad that @LaceyEvansWWE isn\xe2\x80\x99t part of the title picture right now?\xe2\x80\xa6 https://t.co/PD0zd8RCle'
2019-07-28 04:32:01,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:31:42,b'RT @GeNeScHaLLeY: The Man @BeckyLynchWWE and the man @WWERollins! Thank you for coming to OKC! #wweoklahomacity #wweokc #WWE https://t.co/h\xe2\x80\xa6'
2019-07-28 04:31:15,"b'RT @SlicedWrestling: BREAKING\n\nMy Source Has Informed Me That Bray Wyatt, Harper, Rowan, And Daniel Bryan Were Spotted At Various Locations\xe2\x80\xa6'"
2019-07-28 04:30:48,b'do you see improvement in WWE creative since Paul Heyman and Eric Bischoff have been given Executive Director roles in WWE #SMACKVILLE #WWE'
2019-07-28 04:30:39,"b'RT @GetDaTables: 8 years ago CM Punk returns after winning the WWE championship from John Cena at MITB. \n\nHate all you want, but I still ge\xe2\x80\xa6'"
2019-07-28 04:30:31,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:30:18,b'No assignment of the enemy (devil or principalities colluding ppl) against you or your family will prevail\xe2\x80\xa6 https://t.co/ZdGgqxl1r0'
2019-07-28 04:29:27,"b""@TripleH cheating is your habit don't forget u are a great all time fighter but your style of cheating every time .\xe2\x80\xa6 https://t.co/14IJ4Wp31h"""
2019-07-28 04:29:17,b'RT @WWEMaverick: On the hunt for @RonKillings in Nashville TN\n\n#WWE @WWE #SMACKVILLE #Nashville #Maverick247 https://t.co/4fGDnCqg3L'
2019-07-28 04:28:50,b'was WWE Smackville a waste of time #SMACKVILLE #WWE'
2019-07-28 04:27:56,b'RT @GrittyUrbanSaga: MAJOR POWER OUTAGE FIXED! \xf0\x9f\x94\xb4CLASSIC HISTORICAL BATTLES! Episode 6 #WWE #RAW #Wrestling #TeamGritty https://t.co/mbo9UlA\xe2\x80\xa6'
2019-07-28 04:27:09,"b'Csonka\xe2\x80\x99s WWE Smackville 2019 Review, Analysis, Match Recap &amp; Grades #SMACKVILLE #WWE #WWESmackville My Grade 6*  https://t.co/NAVMjpHjkR'"
2019-07-28 04:26:20,b'Have never seen a more lackluster crowd response to a face WWE champion retaining his title then what we saw tonigh\xe2\x80\xa6 https://t.co/tF6EuMMTUb'
2019-07-28 04:26:13,b'RT @FabulousMischy: Honestly this what I care about tonight and it\xe2\x80\x99s a shame we didn\xe2\x80\x99t got to see it.. *sigh* it\xe2\x80\x99s just two pictures and th\xe2\x80\xa6'
2019-07-28 04:26:10,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:25:35,b'RT @HTRWpodcast: What do you think William Regal\xe2\x80\x99s third match stipulation will be at NXT Takeover Toronto??? \n\nRETWEET AND VOTE!!!! (If yo\xe2\x80\xa6'
2019-07-28 04:25:20,b'And they\xe2\x80\x99re off! #wwe #eciii #ec3 #toponepercent #dailydoseofec3 #ethancarteriii #EC3FORCHAMP2019 https://t.co/up6pNj0JNC'
2019-07-28 04:24:09,b'MAJOR POWER OUTAGE FIXED! \xf0\x9f\x94\xb4CLASSIC HISTORICAL BATTLES! Episode 6 #WWE #RAW #Wrestling #TeamGritty https://t.co/mbo9UlA8TT'
2019-07-28 04:23:48,"b'More details released on #WWE Superstar Jimmy Uso DUI arrest in Pensacola, FL https://t.co/IGLC649g1h via @wrestleview'"
2019-07-28 04:23:11,"b'Watching the #WWE network,after rewatching Wrestlemania 14 i went back to the home screen and seen #Smackville was\xe2\x80\xa6 https://t.co/cTjFtWc6Qn'"
